id,title,alt_titles,hash,year,artist_name,src,width_px,height_px,faille_id,hulsker_id,is_wikiart_vangogh_oil_painting,is_lmi_concordance_vangogh_oil_painting,exclude_from_training,run_1,run_1_train_val_test_images,run_2,run_2_train_test_images,run_3,run_3_train_test_images,run_4,run_4_train_test_images,run_5,run_5_train_test_images,run_6,run_6_train_test_images,run_7,run_7_train_test_images
4885,Landscape with Olive Tree and Mountains in the Background  ,Landscape with Olive Tree and Mountains in the Background   | Field with Bare Tree and Mountainous Background | Landscape with Olive Tree and Mountains in the Background   | Landscape with Olive Tree and Mountains in the Background  ,ea76a14a411ac07db5e5d07f5a5eca723c4fa40de0d88d6d317fd94bf976158c.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Champs_pr%C3%A8s_des_Alpilles_(F663).jpg,3200,2674,F0663,JH1866,FALSE,TRUE,FALSE,0,0,1,test,1,train,0,0,1,test,1,test,1,test
4886,The White Cottage Among the Olive Trees  ,The White Mas Among the Olive Trees | White House between Olive Trees | The White Cottage Among the Olive Trees   | The White Cottage Among the Olive Trees  ,46de5a4465c54e1681da72acd146a7bf8c47b8c7ab9620c096bb28e83bfa8752.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Wei%C3%9Fes_Bauernhaus_zwischen_Olivenb%C3%A4umen.jpeg,1280,1565,F0664,JH1865,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4887,The Schoolboy (The Postman's Son - Gamin au Képi)     ,The Schoolboy | Portrait of Camille Roulin | The Schoolboy (Camille Roulin)   | The Schoolboy (Camille Roulin)  ,7f6933a671562145527b126cadfb62ffed761d46053b668efef57ca34f8e55b7.jpg,1888,Vincent van Gogh,https://masp.org.br/en/collections/works/the-schoolboy-the-postmans-son-gamin-au-kepi,1693,2000,F0665,JH1879,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4888,Still Life with Scabiosa and Ranunculus  ,Still Life: Scabiosa and Ranunculus | Scabiosa and Ranunculus | Still Life with Scabiosa and Ranunculus   | Still Life with Scabiosa and Ranunculus  ,c0bb89ff4ccc5f3051047b83ff38a61eb640f6927b5eac13d53cfe611ac58915.jpg,1886,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Skabiosen_und_Ranunkeln.jpeg,1224,1590,F0666,JH1094,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,test,1,test,1,test
4889,Vase with Peonies  ,Still Life: Peonies | Vase with Peonies   | Vase with Peonies   | Vase with Peonies  ,3030119d68099e89024e8832cdab145b06aae15e2a7bcf9e0259c44db2bf6b00.jpg,1886,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Vase_mit_Pfingstrosen.jpeg,1944,2322,F0666a,JH1107,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4890,The Drinkers  ,The Toppers (after Daumier) | Men Drinking (after Daumier) | The Drinkers   | The Drinkers  ,d2ff695bd66e20c78fcf2566bdd40b042b71d149b9fff20ec1e2815ae324c707.jpg,1890,Vincent van Gogh,https://www.artic.edu/artworks/79349/the-drinkers,3000,2413,F0667,JH1884,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4891,First Steps (after Millet)    ,The First Step [after Millet] | First Steps (after Millet)     | First Steps (after Millet)     | First Steps (after Millet)    ,c0e41b79fb393e7c8d8b5350db479e3ea9a1aaa2e63c701452c55d3f33258ceb.jpg,1890,Vincent van Gogh,https://www.metmuseum.org/art/collection/search/436526?ft=van+gogh&amp;offset=0&amp;rpp=40&amp;pos=12,1931,1531,F0668,JH1883,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4892,Prisoners Walk     ,The Prison Court-Yard [after Gustave Doré] | Prisoners Round (after Gustave Doré) | Prisoners Exercising (after Doré)   | Prisoners Exercising (after Doré)  ,3ce97709491768f28c90fabcdf19a17a0addd0c5583dde256c8da2726e3774b2.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_The_Prison_Courtyard_(1890).jpg,9048,11413,F0669,JH1885,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4893,The Woodcutter (after Millet)    ,The Wood-Cutter (after Millet)     | The Woodcutter (after Millet)     | The Woodcutter (after Millet)     | The Woodcutter (after Millet)    ,c394c027c2d9fbfcc70d2fb9c1c783ff48411263faa08cedddaeebdfe08af9da.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:De_houthakker_(naar_Millet)_-_s0170V1962_-_Van_Gogh_Museum.jpg,3980,6885,F0670,JH1886,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4894,Almond Blossom     ,Branch of an Almond Tree in Blossom | Branches of a Blossoming Almond Tree | Blossoming Almond Tree   | Blossoming Almond Tree  ,a567651ffd21edbd939fc54ae38183e9e8a7d758ee1ea72257dda808e486d055.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Amandelbloesem_-_s0176V1962_-_Van_Gogh_Museum.jpg,7149,5649,F0671,JH1891,FALSE,TRUE,FALSE,0,0,1,test,1,train,0,0,1,test,1,test,1,test
4895,Long Grass with Butterflies     ,The Meadow with Butterflies | Field of Grass with Flowers and Butterflies | Meadow in the Garden of Saint-Paul Hospital   | Meadow in the Garden of Saint-Paul Hospital  ,a6f32d2c9529e1a66c2104e28cc3d7826442c490825c5fd6901bec1ed2730b1a.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Wiese_im_Garten_des_Hospitals_Saint-Paul.jpeg,6000,4749,F0672,JH1975,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4896,Cottages: Reminiscence of the North  ,Huts: Reminiscence of the North | Cottages and Setting Sun | Cottages: Reminiscence of the North   | Cottages: Reminiscence of the North  ,289de84d10aff83fae7fe9ccdfa82adaf98fddbc591f59bbfe8b4a9984fd3d0d.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bauernh%C3%A4user_(Erinnerung_an_den_Norden).jpeg,1632,1740,F0673,JH1919,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4897,   Houses and Figures     ,Thatched Huts in the Sunshine: Reminiscence of the North | Cottages and Setting Sun | Thatched Cottages in the Sunshine: Reminiscence of the North | Thatched Cottages in the Sunshine: Reminiscence of the North,43d2c819c766ec43e2d6235e5cea93a9307b9dc0ede765890815e446a26a770e.jpg,1890,Vincent van Gogh,https://collection.barnesfoundation.org/objects/4907/Houses-and-Figure/,4706,6064,F0674,JH1920,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4898,Reminiscence of Brabant     ,Winter Landscape: Reminiscence of the North | Cottages and Cypresses at Sunset with Stormy Sky | Cottages and Cypresses: Reminiscence of the North   | Cottages and Cypresses: Reminiscence of the North  ,85782f13713584a0122b80e6c6d147d0ecd016056b33513e1b2e3acfbafeae3a.jpg,1890,Vincent van Gogh,https://www.vangoghmuseum.nl/en/collection/s0112V1962,800,640,F0675,JH1921,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4899,Tree Trunks in the Grass  ,Tree Trunks | Field of Grass with Dandelions and Tree Trunks | Pine Trees and Dandelions in the Garden of Saint-Paul Hospital   | Pine Trees and Dandelions in the Garden of Saint-Paul Hospital  ,9a70275c444e1506af98a9660af7443c32bd71760273695a78eea400c9a16b86.jpg,1890,Vincent van Gogh,https://krollermuller.nl/en/vincent-van-gogh-tree-trunks-in-the-grass,755,600,F0676,JH1970,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4900,The Raising of Lazarus (after Rembrandt)    ,Still Life: Vase with Irises   | The Raising of Lazarus (after a detail from an etching by Rembrandt) | The Raising of Lazarus (after Rembrandt)     | The Raising of Lazarus (after Rembrandt)    ,e5ec1cf47a37d6cf675b072b90811e8360488bdcb43eefc586c708a481b644ca.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_The_raising_of_Lazarus_(after_Rembrandt)_-_Google_Art_Project.jpg,3243,2481,F0677,JH1972,FALSE,TRUE,FALSE,0,0,1,train,1,test,0,0,1,train,1,train,1,train
4901,Irises     ,Still Life: Vase with Irises Against a Yellow Background   | Vase with Violet Irises against a Yellow Background | Still Life: Vase with Irises Against a Yellow Background   | Still Life: Vase with Irises Against a Yellow Background  ,b15132a63a63d4cbb63ee4e037c89c2bb4397aa37defc3c1045d62891d55320d.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Irissen_-_s0050V1962_-_Van_Gogh_Museum.jpg,2480,3122,F0678,JH1977,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,train,1,train,1,train
4902,Irises     ,Still Life: Vase with Irises Against a Pink Background | Vase with Violet Irises against a Pink Background | Still Life: Vase with Irises   | Still Life: Vase with Irises  ,ae7245a3b1c174f8af79af6aa2f8979f616019921c132c3093f888d94f97f744.jpg,1890,Vincent van Gogh,https://www.metmuseum.org/art/collection/search/436528?ft=van+gogh&amp;offset=0&amp;rpp=40&amp;pos=5,4000,3172,F0680,JH1978,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4903,Roses     ,Still Life: Roses in a Terracotta Pot | Vase with Pink Roses | Still Life: Vase with Roses   | Still Life: Vase with Roses  ,92350ea294ba56500ce2da35bfe39ca9460baaafddeef05c4b44aea694f7ebaf.jpg,1890,Vincent van Gogh,https://www.nga.gov/collection/art-object-page.72328.html,4096,3255,F0681,JH1976,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4904,Roses     ,Still Life: Roses in a Green Pot | Vase with Pink Roses | Still Life: Pink Roses in a Vase   | Still Life: Pink Roses in a Vase  ,4680a3bd8eed94d21200f9d7d6410865873fac387dba5b6cd65bee75a1fe59a4.jpg,1890,Vincent van Gogh,https://www.metmuseum.org/art/collection/search/436534?ft=van+gogh&amp;offset=0&amp;rpp=40&amp;pos=17,3167,4000,F0682,JH1979,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4905,Country road in Provence by night     ,"Road with Cypress and Star   | Road with Men Walking, Carriage, Cypress, Star, and Crescent Moon | Road with Cypress and Star   | Road with Cypress and Star  ",c89e41c150bcd2d52efead4a59b9f5419f90d0719bdaa283276d1714c8630343.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Road_with_Cypress_and_Star_-_c._12-15_May_1890.jpg,2840,3579,F0683,JH1982,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4906,Morning: Peasant Couple Going to Work (after Millet)  ,Morning: Going Out to Work [after Millet] | Morning: Going Out to Work [after Millet] | Morning: Peasant Couple Going to Work (after Millet)   | Morning: Peasant Couple Going to Work (after Millet)  ,2fef5f97b1ca8482f867b4e27688fea3068b69b24b814c08c1ba7ef0c92c1d54.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Auf_dem_Weg_zum_Feld_(nach_Millet).jpeg,3864,3090,F0684,JH1880,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4907,The Meridian     ,Noon: Rest from Work (after Millet)   | Noon: Rest (after Millet) | Noon: Rest from Work (after Millet)   | Noon: Rest from Work (after Millet)  ,c113bca8e74c50e39ea3780ebb80d54e1b222323bb62147224994ff1ae9d0e04.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_The_siesta_(after_Millet)_-_Google_Art_Project.jpg,3877,3056,F0686,JH1881,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4908,The Reaper (after Millet)     ,The Reaper (after Millet)      | The Reaper (after Millet)      | The Reaper (after Millet)      | The Reaper (after Millet)     ,165bf11fb5ed016340e1bda0d2aa26c80b201db581c68fb83f824f2dd4b0faf7.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:De_maaier_(naar_Millet)_-_s0198V1962_-_Van_Gogh_Museum.jpg,5606,7544,F0687,JH1782,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4909,The Reaper (after Millet)  ,The Mower (after Millet) | Reaper with Scythe (after Millet) | The Reaper (after Millet)   | The Reaper (after Millet)  ,3f4f89678fe6e7b1ca6e81cbc12d825a589e60a2dbbf637f4e81a83d223a4c04.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Le_moissonneur_(1889).jpg,1758,3200,F0688,JH1783,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4910,The Sower (after Millet)    ,The Sower [after Lerat's etching of Millet's Sower] | The Sower (after Millet)     | The Sower (after Millet)     | The Sower (after Millet)    ,3cf961fa7d233e485b467ca8558cff991a79326eefe0957be576fe9d26881b87.jpg,1889,Vincent van Gogh,https://krollermuller.nl/en/vincent-van-gogh-the-sower-after-millet,497,600,F0689,JH1836,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4911,The Sower (after Millet)  ,The Sower (after Millet)   | The Sower (after Millet)   | The Sower (after Millet)   | The Sower (after Millet)  ,92c242d6c389004ffee52b5ff2eb6728255963fe9228e4676bea4ae65148d9f9.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_025.jpg,1256,1556,F0690,JH1837,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4912,Thresher (after Millet)     ,Thresher (after Millet)      | The Thresher (after Millet)   | The Thresher (after Millet)   | The Thresher (after Millet)  ,b58deb605e518a7e1b203deb3ffcf5c32f1e37a79616c1e8a84219652f868d7e.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:De_dorser_(naar_Millet)_-_s0171V1962_-_Van_Gogh_Museum.jpg,4700,7554,F0692,JH1784,FALSE,TRUE,FALSE,0,0,1,test,1,train,0,0,1,test,1,test,1,test
4913,The Sheaf-Binder (after Millet)    , The Sheaf-Binder (after Millet)     | The Sheaf-Binder (after Millet)     | The Sheaf-Binder (after Millet)     | The Sheaf-Binder (after Millet)    ,066fb5f8c5d8f52582b6bef013d8f2f26a50a98f7452bc712c7537b35b9f12f5.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:De_schovenbinder_(naar_Millet)_-_s0173V1962_-_Van_Gogh_Museum.jpg,5360,7275,F0693,JH1785,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4914,Peasants Lifting Potatoes  ,Peasants Digging Up Potatoes [after Millet] | Two Diggers | Peasants Lifting Potatoes   | Peasants Lifting Potatoes  ,5ba7f82e44af4456585eb00b0b83edb6591fa4ba63651f2f9e6361e129fabe5a.jpg,1890,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bauern_beim_Kartoffellesen.jpeg,2130,1728,F0694,JH1922,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4915,Two Women     ,Women Digging in Field with Snow | Two Peasant Women Digging in a Snow-Covered Field at Sunset | Two Peasant Women Digging in Field with Snow   | Two Peasant Women Digging in Field with Snow  ,fef5ae5ab1a92dc713fcee60901b411e5a7c35fae2c7ce87631865590b34bfea.jpg,1890,Vincent van Gogh,https://www.buehrle.ch/en/collection/?tx_buehrlewerkliste_werkliste%5Bcontext%5D=k&tx_buehrlewerkliste_werkliste%5Bwerk%5D=75&tx_buehrlewerkliste_werkliste%5Baction%5D=show&cHash=dfad6786b5fc406d28cb62d96e7c2f4a,2348,1800,F0695,JH1923,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4916,The Spinner  ,The Spinner [after Millet] | Woman Spinning | The Spinner   | The Spinner [after Millet],e8a430861844bbaa61e76f0ecffd096bed4496946127067941c3f9f87dc67c2f.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Die_Spinnerin_(nach_Millet).jpeg,1962,3246,F0696,JH1786,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4917,Peasant Woman Bruising Flax (after Millet)     ,Peasant Woman Cutting Straw (after Millet)   | Peasant Woman Cutting Straw (after Millet)   | Peasant Woman Cutting Straw (after Millet)   | Peasant Woman Cutting Straw (after Millet)  ,abafbbb3d05b4e8f0d84cb58334f52d9a2a56638a11ae4ea48ebe4d37ed6f972.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:De_boerin_die_vlas_kneust_(naar_Millet)_-_s0043V1962_-_Van_Gogh_Museum.jpg,4753,7459,F0697,JH1788,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4918,Peasant Woman with a Rake (after Millet)  ,Peasant Woman Mowing [after Millet] | Peasant Woman with a Rake (after Millet)   | Peasant Woman with a Rake (after Millet)   | Peasant Woman with a Rake (after Millet)  ,21fab60caaa661983c4bc04abb0eafc01d5b0a48d2c0880ec2d1ce1d30ad0f7e.jpg,1889,Vincent van Gogh,"https://commons.wikimedia.org/wiki/File:Woman_with_a_rake_(Van_Gogh,_after_Millet).jpg",472,745,F0698,JH1789,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4919,The Shepherdess (after Millet)  ,The Shepherdess (after Millet)   | The Shepherdess (after Millet)   | The Shepherdess (after Millet)   | The Shepherdess (after Millet)  ,b45cd427cb791978017a53a16620392a977f7f0c39552173d3e03bcc946e6abe.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Die_Sch%C3%A4ferin_(nach_Millet).jpeg,2520,3342,F0699,JH1838,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4920,Peasant Woman Walking in the Fields,Peasant Woman Walking in the Fields,20a35c45e086505c773c5f7b9f71593763b89e72e32d535b8b998da64e026af0.jpg,1889,Vincent van Gogh,"Faille, p. 700",796,976,F0699a,,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4921,Peasant Woman Binding Sheaves (after Millet)    ,Peasant Woman Binding Wheat in Sheaves (after Millet)  | Woman Binding Sheaves (after Millet) | Peasant Woman Binding Sheaves (after Millet)     | Peasant Woman Binding Sheaves (after Millet)    ,4f8a636f13f516ca6d3bb212e087aade828f6a8ae8607f692541ef42c4ae8640.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:De_schovenbindster_(naar_Millet)_-_s0172V1962_-_Van_Gogh_Museum.jpg,5629,7440,F0700,JH1781,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4922,Two Diggers     ,Two Diggers      | Two Men Digging among the Trees | Two Diggers among Trees   | Two Diggers among Trees  ,22d27295fc0a91ce8f67c94cd14ad5dc7fb884d657b71abad5bf236cf07e74a7.jpg,1890,Vincent van Gogh,https://www.dia.org/art/collection/object/diggers-46067,1596,2048,F0701,JH1847,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4923,Sorrowing old man ('At Eternity's Gate')     ,"Worn Out: At Eternity's Gate | Old Man with His Head in His Hands (after the lithograph ""At Eternity's Gate"") | Old Man in Sorrow (On the Threshold of Eternity)   | Old Man in Sorrow (On the Threshold of Eternity)  ",41521ce781e4b1185a48896a0649a168770f35cd862125067ec2f64dcc373a6f.jpg,1890,Vincent van Gogh,https://krollermuller.nl/en/vincent-van-gogh-sorrowing-old-man-at-eternity-s-gate,475,600,F0702,JH1967,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4924,Portrait of a Man     ,Head of a Patient of the Hospital at Saint-Rémy | Portrait of a Patient | Portrait of a Patient in Saint-Paul Hospital   | Portrait of a Patient in Saint-Paul Hospital  ,88cc29689bbd92642b59d4022e6790149fc124e9a8819dd3a33e74853e8e27fe.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Portret_van_een_man_-_s0081V1962_-_Van_Gogh_Museum.jpg,5282,7471,F0703,JH1832,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4925,A Walk at Twilight     ,The Evening Walk | Couple Walking among Olive Trees in Mountainous Landscape with Crescent Moon | Landscape with Couple Walking and Crescent Moon   | Landscape with Couple Walking and Crescent Moon  ,503d4c911761be65e1b26e008d18b604c3b3c3fa5944d1db912c61bfa0d09859.jpg,1890,Vincent van Gogh,https://masp.org.br/en/collections/works/a-walk-at-twilight,3506,3910,F0704,JH1981,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4926,Enclosed Field with Ploughman     ,"Landscape at Fonvieille, with Plowman and Mills in the Background | Landscape with Plowman | Field with Ploughman and Mill   | Field with Ploughman and Mill  ",6a82fdbfb2c82ecd0c8de823c2b9fdeab39040f448be4325a97ccd3ac3c2bb87.jpg,1889,Vincent van Gogh,https://collections.mfa.org/objects/35481/enclosed-field-with-ploughman?ctx=32c14119-fee0-4fd6-97e5-d651e75b0ce1&idx=0,1600,1313,F0706,JH1794,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4927,Olive Grove    ,Olive Trees: Pink Sky | Olive Orchard | Olive Grove     | Olive Grove    ,ce673fd7a35cb40527154e125ee00024052064201e525756e7e6d160aca00f68.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Olijfgaard_-_s0045V1962_-_Van_Gogh_Museum.jpg,6884,5409,F0707,JH1857,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4928,Olive Trees     ,Olive eTrees: Pale Blue Sky | Olive Orchard | Olive Grove: Pale Blue Sky   | Olive Grove: Pale Blue Sky  ,04e9591ae681528da4d6d1589288174cfdae5fa011b6e31d400a5ca4396a6dbb.jpg,1889,Vincent van Gogh,https://www.metmuseum.org/art/collection/search/437998?ft=van+gogh&amp;offset=0&amp;rpp=40&amp;pos=10,3811,3040,F0708,JH1855,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4929,Olive Grove     ,Olive Trees: Bright Blue Sky | Olive Orchard | Olive Grove: Bright Blue Sky    | Olive Grove: Bright Blue Sky   ,947e017a7b4718bdfda8bfe5bb3f0cbc7d5bae5eb41628aab3fd4fef68173492.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Olijfgaard_-_s0044V1962_-_Van_Gogh_Museum.jpg,7278,5509,F0709,JH1760,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4930,Olive Trees     ,Olive Trees with Yellow Sky and Sun   | Olive Orchard with Mountains and Sun Disk | Olive Trees with Yellow Sky and Sun   | Olive Trees with Yellow Sky and Sun  ,c8191fbb4561c1b5ec090fb24027ca1830b25298090747b3884a3bbe3d987c53.jpg,1889,Vincent van Gogh,https://collections.artsmia.org/art/1218/olive-trees-vincent-van-gogh,10501,8342,F0710,JH1856,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4931,Olive Trees  ,The Olive Plantation | Olive Orchard | Olive Trees   | Olive Trees  ,e7a37bb60d3a9dd6da62769fa38a3c6eabbc2542e8f0226120499e380e57b1bc.jpg,1889,Vincent van Gogh,http://www.vggallery.com/painting/p_0711.htm,643,533,F0711,JH1791,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4932,The Olive Trees     ,Olive Trees: Blue Sky with Large White Cloud | Olive Trees in a Mountain Landscape | Olive Trees with the Alpilles in the Background   | Olive Trees with the Alpilles in the Background  ,5d5162759c28bc0a3dd5d16ef9635ad1a1973dd4a7a4f11a1a7c5ab1d92e8598.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_The_Olive_Trees_-_Google_Art_Project.jpg,4043,3211,F0712,JH1740,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4933,Olive Trees     ,Olive Trees: Bright Blue Sky   | Olive Orchard | Olive Trees: Bright Blue Sky   | Olive Trees: Bright Blue Sky  ,0c00ee1e592dcedd2ac3d6b0bd12f25cd4f38e24a51abe2f1a73d12190328fa5.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Olive_Trees_(Van_Gogh).jpg,7219,5562,F0714,JH1858,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4934,Olive Trees     ,Olive Trees      | Olive Orchard | Olive Grove   | Olive Grove  ,fc66f24a6927dafea5c45fff714f34e5ef9d693ffa808eb59680bd8c6f4460a7.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Olive_Orchard_-_Google_Art_Project.jpg,4001,3153,F0715,JH1759,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4935,Olive Trees on a Hillside     ,Olive Trees against a Slope of a Hill   | Olive Orchard (Bird's-Eye View) | Olive Trees against a Slope of a Hill   | Olive Trees against a Slope of a Hill  ,31bd68719e200f708b1f7641398fbba66fa5a1c8a2c86c922023713f2acf26a2.jpg,1889,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Olijfbomen_op_een_berghelling_-_s0148V1962_-_Van_Gogh_Museum.jpg,5793,4725,F0716,JH1878,FALSE,TRUE,FALSE,0,0,1,test,1,test,0,0,1,test,1,test,1,test
4936,Wheat Field with Cypresses      , Wheat Field with Cypresses at the Haute Galline Near Eygalières   | Wheat Field with Cypresses       | Wheat Field with Cypresses at the Haute Galline Near Eygalieres   |  Wheat Field with Cypresses at the Haute Galline Near Eygalières  ,60dd5df0617da232cc02425acf0d52fa7abfe604a13ad02b3a82020acfc341e5.jpg,1889,Vincent van Gogh,https://www.metmuseum.org/art/collection/search/436535?ft=van+gogh&amp;offset=0&amp;rpp=40&amp;pos=4,3811,3016,F0717,JH1756,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
4937,Green Wheat Field  ,The Green Wheatfield Behind the Asylum | Mountain Landscape Seen across the Walls | Green Wheat Field   | Green Wheat Field  ,7fa9060e60c49d5d66c186184136eb20d1a85aa74f7708166e663133ae5eadf6.jpg,1889,Vincent van Gogh,http://www.vggallery.com/painting/p_0718.htm,633,502,F0718,JH1727,FALSE,TRUE,FALSE,0,0,1,test,1,train,0,0,1,test,1,test,1,test
4938,Green Wheat Field with Cypress  ,Green Wheat | Green Wheat Field with Cypress   | Green Wheat Field with Cypress   | Green Wheat Field with Cypress  ,47030e5d0cdfe40ce4af41886424b285048432c8d550caa9713b2e1617e8ca67.jpg,1889,Vincent van Gogh,https://en.wikipedia.org/wiki/File:Vincent_van_Gogh_-_Green_Field_-_Google_Art_Project.jpg,2785,2287,F0719,JH1725,FALSE,TRUE,FALSE,0,0,1,train,1,train,0,0,1,train,1,train,1,train
